image_path,label
dataset/real\grilled_salmon\905854.jpg,1
dataset/real\escargots\77308.jpg,1
dataset/fake\shrimp_and_grits\970365.jpg,0
dataset/fake\hot_and_sour_soup\74443.jpg,0
dataset/fake\panna_cotta\610769.jpg,0
dataset/fake\foie_gras\574338.jpg,0
dataset/fake\chocolate_mousse\899465.jpg,0
dataset/real\grilled_cheese_sandwich\88658.jpg,1
dataset/fake\bread_pudding\364693.jpg,0
dataset/fake\ravioli\88545.jpg,0
dataset/fake\spring_rolls\86528.jpg,0
dataset/fake\lobster_bisque\844788.jpg,0
dataset/fake\cheesecake\138314.jpg,0
dataset/fake\oysters\890151.jpg,0
dataset/real\hummus\99596.jpg,1
dataset/real\deviled_eggs\660901.jpg,1
dataset/real\chicken_curry\627128.jpg,1
dataset/real\dumplings\90985.jpg,1
dataset/real\spring_rolls\699548.jpg,1
dataset/real\beet_salad\1855829.jpg,1
dataset/fake\fried_rice\73525.jpg,0
dataset/fake\cup_cakes\90772.jpg,0
dataset/real\pancakes\75444.jpg,1
dataset/fake\clam_chowder\902589.jpg,0
dataset/fake\tacos\857190.jpg,0
dataset/real\mussels\82424.jpg,1
dataset/fake\panna_cotta\78936.jpg,0
dataset/real\cheesecake\1092082.jpg,1
dataset/fake\carrot_cake\1921861.jpg,0
dataset/real\deviled_eggs\658551.jpg,1
dataset/real\guacamole\875353.jpg,1
dataset/real\gnocchi\86602.jpg,1
dataset/real\spring_rolls\688731.jpg,1
dataset/real\scallops\702105.jpg,1
dataset/fake\apple_pie\3833386.jpg,0
dataset/fake\bibimbap\3851349.jpg,0
dataset/fake\strawberry_shortcake\80689.jpg,0
dataset/real\fried_rice\64950.jpg,1
dataset/real\pork_chop\84929.jpg,1
dataset/fake\beet_salad\1309332.jpg,0
dataset/real\churros\878415.jpg,1
dataset/fake\french_toast\791313.jpg,0
dataset/fake\escargots\641.jpg,0
dataset/real\edamame\99647.jpg,1
dataset/fake\clam_chowder\933386.jpg,0
dataset/fake\frozen_yogurt\621149.jpg,0
dataset/real\miso_soup\870997.jpg,1
dataset/fake\eggs_benedict\48352.jpg,0
dataset/real\tacos\907061.jpg,1
dataset/fake\huevos_rancheros\95293.jpg,0
dataset/real\takoyaki\686111.jpg,1
dataset/real\caprese_salad\669064.jpg,1
dataset/real\peking_duck\71526.jpg,1
dataset/fake\chicken_quesadilla\3472931.jpg,0
dataset/real\mussels\7625.jpg,1
dataset/fake\chicken_quesadilla\1967996.jpg,0
dataset/fake\tuna_tartare\803807.jpg,0
dataset/fake\risotto\86605.jpg,0
dataset/fake\pho\998863.jpg,0
dataset/real\breakfast_burrito\1388464.jpg,1
dataset/real\macaroni_and_cheese\78092.jpg,1
dataset/fake\tacos\870327.jpg,0
dataset/fake\pork_chop\99739.jpg,0
dataset/real\omelette\92386.jpg,1
dataset/fake\grilled_cheese_sandwich\780481.jpg,0
dataset/real\beignets\1703648.jpg,1
dataset/real\carrot_cake\1495931.jpg,1
dataset/fake\takoyaki\687832.jpg,0
dataset/fake\edamame\95354.jpg,0
dataset/real\risotto\677697.jpg,1
dataset/fake\omelette\838001.jpg,0
dataset/real\prime_rib\95565.jpg,1
dataset/real\hot_and_sour_soup\84322.jpg,1
dataset/fake\spaghetti_bolognese\842161.jpg,0
dataset/real\cheese_plate\2530417.jpg,1
dataset/real\spaghetti_bolognese\862263.jpg,1
dataset/real\clam_chowder\924933.jpg,1
dataset/fake\lobster_roll_sandwich\88947.jpg,0
dataset/fake\caesar_salad\2318780.jpg,0
dataset/real\pad_thai\762358.jpg,1
dataset/fake\mussels\88984.jpg,0
dataset/fake\fried_calamari\645083.jpg,0
dataset/fake\caesar_salad\1158195.jpg,0
dataset/real\spaghetti_bolognese\863987.jpg,1
dataset/real\peking_duck\566911.jpg,1
dataset/fake\cannoli\1819956.jpg,0
dataset/fake\paella\573487.jpg,0
dataset/real\clam_chowder\915036.jpg,1
dataset/fake\tuna_tartare\99979.jpg,0
dataset/real\deviled_eggs\75303.jpg,1
dataset/fake\gyoza\694774.jpg,0
dataset/real\carrot_cake\2974893.jpg,1
dataset/fake\churros\95735.jpg,0
dataset/real\baklava\787981.jpg,1
dataset/real\panna_cotta\96487.jpg,1
dataset/fake\macaroni_and_cheese\65403.jpg,0
dataset/fake\miso_soup\870997.jpg,0
dataset/fake\chicken_quesadilla\2604782.jpg,0
dataset/fake\apple_pie\3728481.jpg,0
dataset/real\caprese_salad\44054.jpg,1
dataset/real\seaweed_salad\71934.jpg,1
dataset/fake\foie_gras\562854.jpg,0
dataset/real\croque_madame\994893.jpg,1
dataset/fake\takoyaki\83221.jpg,0
dataset/fake\greek_salad\982455.jpg,0
dataset/fake\donuts\750482.jpg,0
dataset/real\spaghetti_carbonara\8850.jpg,1
dataset/real\escargots\522965.jpg,1
dataset/real\caesar_salad\2354912.jpg,1
dataset/real\bruschetta\2804634.jpg,1
dataset/real\bibimbap\3570513.jpg,1
dataset/real\steak\87246.jpg,1
dataset/fake\french_onion_soup\85451.jpg,0
dataset/real\guacamole\905087.jpg,1
dataset/fake\garlic_bread\840472.jpg,0
dataset/fake\crab_cakes\918052.jpg,0
dataset/fake\grilled_cheese_sandwich\798720.jpg,0
dataset/fake\peking_duck\7934.jpg,0
dataset/real\sashimi\75049.jpg,1
dataset/fake\poutine\942557.jpg,0
dataset/real\tacos\912020.jpg,1
dataset/fake\crab_cakes\907229.jpg,0
dataset/fake\beef_carpaccio\3658839.jpg,0
dataset/fake\garlic_bread\789180.jpg,0
dataset/fake\beignets\3917742.jpg,0
dataset/real\pizza\89197.jpg,1
dataset/fake\spaghetti_carbonara\80789.jpg,0
dataset/real\donuts\98500.jpg,1
dataset/real\club_sandwich\886101.jpg,1
dataset/fake\caprese_salad\2089982.jpg,0
dataset/real\apple_pie\910097.jpg,1
dataset/fake\grilled_cheese_sandwich\89862.jpg,0
dataset/real\caprese_salad\3205165.jpg,1
dataset/real\cannoli\1594501.jpg,1
dataset/fake\chocolate_mousse\861730.jpg,0
dataset/fake\spaghetti_carbonara\679272.jpg,0
dataset/fake\carrot_cake\1046933.jpg,0
dataset/real\hummus\889521.jpg,1
dataset/real\foie_gras\576688.jpg,1
dataset/fake\seaweed_salad\78084.jpg,0
dataset/fake\beef_tartare\1381542.jpg,0
dataset/fake\samosa\848468.jpg,0
dataset/real\risotto\708502.jpg,1
dataset/real\beet_salad\2705890.jpg,1
dataset/real\oysters\92031.jpg,1
dataset/real\spaghetti_bolognese\794313.jpg,1
dataset/real\prime_rib\817485.jpg,1
dataset/real\carrot_cake\3844718.jpg,1
dataset/fake\steak\6709.jpg,0
dataset/fake\miso_soup\83021.jpg,0
dataset/real\hummus\90847.jpg,1
dataset/real\gnocchi\79585.jpg,1
dataset/fake\fried_rice\86512.jpg,0
dataset/real\strawberry_shortcake\68861.jpg,1
dataset/real\panna_cotta\615475.jpg,1
dataset/real\falafel\985813.jpg,1
dataset/fake\huevos_rancheros\939545.jpg,0
dataset/real\beignets\976341.jpg,1
dataset/fake\grilled_salmon\922858.jpg,0
dataset/real\grilled_salmon\97342.jpg,1
dataset/real\chocolate_cake\2729917.jpg,1
dataset/fake\pancakes\7498.jpg,0
dataset/real\escargots\498949.jpg,1
dataset/fake\gnocchi\8963.jpg,0
dataset/real\eggs_benedict\997829.jpg,1
dataset/real\escargots\81395.jpg,1
dataset/real\ravioli\776827.jpg,1
dataset/real\peking_duck\79718.jpg,1
dataset/real\miso_soup\868388.jpg,1
dataset/real\edamame\749063.jpg,1
dataset/real\clam_chowder\930416.jpg,1
dataset/fake\macaroni_and_cheese\693521.jpg,0
dataset/real\red_velvet_cake\59791.jpg,1
dataset/real\ceviche\1926878.jpg,1
dataset/fake\lobster_roll_sandwich\846574.jpg,0
dataset/fake\cheesecake\629317.jpg,0
dataset/real\clam_chowder\906280.jpg,1
dataset/real\cheese_plate\504113.jpg,1
dataset/fake\lobster_roll_sandwich\87470.jpg,0
dataset/real\ramen\9497.jpg,1
dataset/fake\waffles\74327.jpg,0
dataset/real\garlic_bread\790248.jpg,1
dataset/real\dumplings\95761.jpg,1
dataset/real\baby_back_ribs\1862790.jpg,1
dataset/real\shrimp_and_grits\939523.jpg,1
dataset/real\grilled_salmon\934661.jpg,1
dataset/real\hummus\868622.jpg,1
dataset/fake\beef_carpaccio\2885421.jpg,0
dataset/fake\hamburger\75550.jpg,0
dataset/fake\apple_pie\3699587.jpg,0
dataset/real\hummus\865227.jpg,1
dataset/real\sushi\888777.jpg,1
dataset/fake\guacamole\871818.jpg,0
dataset/fake\caprese_salad\3031139.jpg,0
dataset/real\spring_rolls\96524.jpg,1
dataset/real\greek_salad\89149.jpg,1
dataset/real\ravioli\817531.jpg,1
dataset/fake\beet_salad\1924323.jpg,0
dataset/fake\huevos_rancheros\944587.jpg,0
dataset/real\bread_pudding\2122791.jpg,1
dataset/real\club_sandwich\865174.jpg,1
dataset/fake\creme_brulee\919410.jpg,0
dataset/fake\carrot_cake\2470640.jpg,0
dataset/real\miso_soup\846723.jpg,1
dataset/fake\chicken_curry\115224.jpg,0
dataset/real\grilled_salmon\905729.jpg,1
dataset/real\lobster_roll_sandwich\88947.jpg,1
dataset/fake\nachos\99074.jpg,0
dataset/real\guacamole\854635.jpg,1
dataset/real\fried_calamari\627814.jpg,1
dataset/fake\sashimi\774590.jpg,0
dataset/fake\pulled_pork_sandwich\71210.jpg,0
dataset/fake\scallops\689732.jpg,0
dataset/real\cup_cakes\9256.jpg,1
dataset/real\cheesecake\138314.jpg,1
dataset/real\samosa\796729.jpg,1
dataset/real\cannoli\3691447.jpg,1
dataset/real\poutine\889929.jpg,1
dataset/real\cheesecake\2346728.jpg,1
dataset/real\beef_tartare\1697360.jpg,1
dataset/real\scallops\67010.jpg,1
dataset/fake\prime_rib\92331.jpg,0
dataset/real\creme_brulee\9557.jpg,1
dataset/real\paella\75605.jpg,1
dataset/real\chocolate_mousse\90898.jpg,1
dataset/fake\chocolate_cake\2729917.jpg,0
dataset/fake\dumplings\92182.jpg,0
dataset/fake\escargots\96806.jpg,0
dataset/fake\cannoli\1594501.jpg,0
dataset/fake\lasagna\826119.jpg,0
dataset/real\guacamole\85398.jpg,1
dataset/real\baby_back_ribs\41235.jpg,1
dataset/real\foie_gras\9160.jpg,1
dataset/fake\hamburger\90115.jpg,0
dataset/fake\chocolate_mousse\911574.jpg,0
dataset/real\onion_rings\98200.jpg,1
dataset/real\chicken_wings\1607017.jpg,1
dataset/real\pho\5967.jpg,1
dataset/real\chocolate_mousse\917854.jpg,1
dataset/fake\french_toast\818831.jpg,0
dataset/real\foie_gras\6012.jpg,1
dataset/fake\frozen_yogurt\624563.jpg,0
dataset/real\baklava\1482317.jpg,1
dataset/real\frozen_yogurt\621149.jpg,1
dataset/fake\spaghetti_carbonara\732216.jpg,0
dataset/fake\lobster_roll_sandwich\96654.jpg,0
dataset/real\bibimbap\2112351.jpg,1
dataset/real\spaghetti_carbonara\697391.jpg,1
dataset/real\fish_and_chips\2849652.jpg,1
dataset/real\french_fries\85375.jpg,1
dataset/real\pulled_pork_sandwich\956818.jpg,1
dataset/real\ravioli\808648.jpg,1
dataset/fake\risotto\677697.jpg,0
dataset/fake\carrot_cake\148324.jpg,0
dataset/real\gnocchi\89365.jpg,1
dataset/real\samosa\778752.jpg,1
dataset/real\baby_back_ribs\3046891.jpg,1
dataset/real\chicken_quesadilla\2097985.jpg,1
dataset/real\chicken_wings\3028718.jpg,1
dataset/real\hamburger\79711.jpg,1
dataset/fake\filet_mignon\87815.jpg,0
dataset/fake\fish_and_chips\2805153.jpg,0
dataset/fake\churros\863367.jpg,0
dataset/real\chocolate_cake\293607.jpg,1
dataset/real\huevos_rancheros\897916.jpg,1
dataset/real\pulled_pork_sandwich\949739.jpg,1
dataset/real\ramen\674178.jpg,1
dataset/fake\beef_carpaccio\2298516.jpg,0
dataset/fake\deviled_eggs\75303.jpg,0
dataset/fake\hamburger\79711.jpg,0
dataset/fake\nachos\7194.jpg,0
dataset/fake\prime_rib\90923.jpg,0
dataset/fake\sashimi\79501.jpg,0
dataset/fake\panna_cotta\96487.jpg,0
dataset/real\nachos\545659.jpg,1
dataset/fake\club_sandwich\844764.jpg,0
dataset/real\macaroni_and_cheese\696778.jpg,1
dataset/real\garlic_bread\827275.jpg,1
dataset/real\bibimbap\1747113.jpg,1
dataset/fake\gyoza\726010.jpg,0
dataset/real\chicken_curry\2600288.jpg,1
dataset/fake\pizza\8917.jpg,0
dataset/real\bread_pudding\3454020.jpg,1
dataset/fake\samosa\778917.jpg,0
dataset/fake\strawberry_shortcake\967453.jpg,0
dataset/fake\creme_brulee\929189.jpg,0
dataset/real\caprese_salad\1379176.jpg,1
dataset/fake\sushi\99997.jpg,0
dataset/fake\grilled_salmon\902917.jpg,0
dataset/real\baby_back_ribs\605068.jpg,1
dataset/fake\grilled_cheese_sandwich\785954.jpg,0
dataset/real\chicken_curry\115224.jpg,1
dataset/real\garlic_bread\827592.jpg,1
dataset/fake\hummus\86219.jpg,0
dataset/real\cup_cakes\80500.jpg,1
dataset/real\lobster_bisque\819478.jpg,1
dataset/fake\clam_chowder\906645.jpg,0
dataset/real\crab_cakes\942233.jpg,1
dataset/real\pizza\89892.jpg,1
dataset/fake\ravioli\817531.jpg,0
dataset/fake\clam_chowder\878144.jpg,0
dataset/real\onion_rings\75146.jpg,1
dataset/fake\guacamole\874388.jpg,0
dataset/real\garlic_bread\801612.jpg,1
dataset/real\grilled_salmon\944169.jpg,1
dataset/real\eggs_benedict\996408.jpg,1
dataset/real\hot_dog\93944.jpg,1
dataset/real\cup_cakes\66445.jpg,1
dataset/fake\ravioli\808648.jpg,0
dataset/real\seaweed_salad\986736.jpg,1
dataset/real\oysters\98161.jpg,1
dataset/real\spaghetti_carbonara\700566.jpg,1
dataset/fake\miso_soup\890555.jpg,0
dataset/real\macarons\828950.jpg,1
dataset/fake\bibimbap\542187.jpg,0
dataset/real\chicken_curry\392185.jpg,1
dataset/fake\ice_cream\909342.jpg,0
dataset/real\garlic_bread\822147.jpg,1
dataset/fake\beet_salad\1767209.jpg,0
dataset/real\huevos_rancheros\93302.jpg,1
dataset/fake\cheese_plate\1043942.jpg,0
dataset/fake\garlic_bread\799801.jpg,0
dataset/fake\cheese_plate\3250385.jpg,0
dataset/real\greek_salad\994568.jpg,1
dataset/fake\bruschetta\856391.jpg,0
dataset/real\dumplings\9309.jpg,1
dataset/fake\lobster_bisque\830001.jpg,0
dataset/real\grilled_salmon\943067.jpg,1
dataset/real\fried_calamari\645083.jpg,1
dataset/fake\pad_thai\727089.jpg,0
dataset/fake\risotto\716450.jpg,0
dataset/fake\pad_thai\728274.jpg,0
dataset/fake\grilled_cheese_sandwich\96904.jpg,0
dataset/fake\apple_pie\2536578.jpg,0
dataset/real\hot_and_sour_soup\605161.jpg,1
dataset/real\hamburger\76817.jpg,1
dataset/real\seaweed_salad\607168.jpg,1
dataset/fake\hot_dog\916396.jpg,0
dataset/fake\churros\938480.jpg,0
dataset/fake\guacamole\862550.jpg,0
dataset/real\nachos\74023.jpg,1
dataset/real\ceviche\2060023.jpg,1
dataset/fake\bruschetta\719733.jpg,0
dataset/real\paella\583177.jpg,1
dataset/real\pizza\61656.jpg,1
dataset/fake\breakfast_burrito\514317.jpg,0
dataset/fake\pizza\61656.jpg,0
dataset/real\beet_salad\1887196.jpg,1
dataset/real\grilled_salmon\975541.jpg,1
dataset/fake\chocolate_mousse\874420.jpg,0
dataset/fake\croque_madame\998828.jpg,0
dataset/fake\pancakes\75441.jpg,0
dataset/fake\beef_carpaccio\3033402.jpg,0
dataset/real\pizza\5764.jpg,1
dataset/real\breakfast_burrito\1246341.jpg,1
dataset/fake\macarons\879904.jpg,0
dataset/fake\ceviche\152909.jpg,0
dataset/real\prime_rib\99136.jpg,1
dataset/real\creme_brulee\916232.jpg,1
dataset/real\panna_cotta\97960.jpg,1
dataset/fake\fish_and_chips\2446289.jpg,0
dataset/real\filet_mignon\886682.jpg,1
dataset/fake\bibimbap\2039717.jpg,0
dataset/real\scallops\702120.jpg,1
dataset/fake\tiramisu\488636.jpg,0
dataset/fake\gyoza\688377.jpg,0
dataset/real\apple_pie\1443243.jpg,1
dataset/real\creme_brulee\919228.jpg,1
dataset/fake\red_velvet_cake\77292.jpg,0
dataset/fake\mussels\7625.jpg,0
dataset/real\ravioli\76253.jpg,1
dataset/fake\miso_soup\837361.jpg,0
dataset/fake\risotto\696973.jpg,0
dataset/fake\grilled_cheese_sandwich\791080.jpg,0
dataset/real\french_toast\81839.jpg,1
dataset/fake\edamame\749430.jpg,0
dataset/real\ice_cream\921978.jpg,1
dataset/fake\chicken_quesadilla\1998851.jpg,0
dataset/real\peking_duck\69195.jpg,1
dataset/real\lasagna\733321.jpg,1
dataset/real\pho\58455.jpg,1
dataset/fake\cheesecake\2241264.jpg,0
dataset/real\shrimp_and_grits\939211.jpg,1
dataset/fake\pulled_pork_sandwich\936404.jpg,0
dataset/real\scallops\691199.jpg,1
dataset/fake\beignets\813148.jpg,0
dataset/fake\gyoza\722267.jpg,0
dataset/fake\chicken_curry\3600369.jpg,0
dataset/fake\bruschetta\1689549.jpg,0
dataset/real\spaghetti_bolognese\791337.jpg,1
dataset/real\grilled_cheese_sandwich\796733.jpg,1
dataset/fake\bibimbap\1738483.jpg,0
dataset/fake\creme_brulee\893341.jpg,0
dataset/real\ice_cream\880755.jpg,1
dataset/real\apple_pie\362792.jpg,1
dataset/real\hot_dog\98515.jpg,1
dataset/fake\hot_dog\99314.jpg,0
dataset/real\ravioli\788795.jpg,1
dataset/fake\pancakes\91756.jpg,0
dataset/real\shrimp_and_grits\92468.jpg,1
dataset/fake\scallops\702105.jpg,0
dataset/fake\chocolate_cake\261466.jpg,0
dataset/fake\onion_rings\738107.jpg,0
dataset/fake\pad_thai\766885.jpg,0
dataset/fake\cup_cakes\84496.jpg,0
dataset/real\garlic_bread\840472.jpg,1
dataset/fake\seaweed_salad\990521.jpg,0
dataset/real\peking_duck\82053.jpg,1
dataset/fake\falafel\929328.jpg,0
dataset/fake\sushi\918194.jpg,0
dataset/fake\hot_dog\923240.jpg,0
dataset/real\cannoli\1300596.jpg,1
dataset/fake\french_toast\780781.jpg,0
dataset/real\bread_pudding\2128694.jpg,1
dataset/fake\grilled_salmon\940201.jpg,0
dataset/real\pho\969401.jpg,1
dataset/real\beef_tartare\1381542.jpg,1
dataset/fake\paella\96951.jpg,0
dataset/fake\crab_cakes\950556.jpg,0
dataset/real\red_velvet_cake\641900.jpg,1
dataset/real\fried_rice\515907.jpg,1
dataset/real\sushi\913716.jpg,1
dataset/fake\takoyaki\698527.jpg,0
dataset/fake\beef_tartare\2580153.jpg,0
dataset/fake\strawberry_shortcake\998982.jpg,0
dataset/real\escargots\97976.jpg,1
dataset/real\donuts\98562.jpg,1
dataset/fake\dumplings\95761.jpg,0
dataset/real\chicken_quesadilla\2367519.jpg,1
dataset/fake\oysters\89248.jpg,0
dataset/real\cheese_plate\535988.jpg,1
dataset/real\frozen_yogurt\64228.jpg,1
dataset/real\french_toast\791313.jpg,1
dataset/fake\paella\61029.jpg,0
dataset/fake\scallops\66095.jpg,0
dataset/real\tuna_tartare\817853.jpg,1
dataset/real\cheesecake\2334103.jpg,1
dataset/real\oysters\899213.jpg,1
dataset/fake\beignets\976341.jpg,0
dataset/real\chicken_wings\1162022.jpg,1
dataset/real\takoyaki\670312.jpg,1
dataset/real\tiramisu\487955.jpg,1
dataset/real\hummus\861994.jpg,1
dataset/fake\tiramisu\64942.jpg,0
dataset/fake\nachos\98976.jpg,0
dataset/real\waffles\761505.jpg,1
dataset/real\french_onion_soup\774980.jpg,1
dataset/fake\guacamole\901278.jpg,0
dataset/fake\pulled_pork_sandwich\947319.jpg,0
dataset/fake\fish_and_chips\2901529.jpg,0
dataset/fake\tiramisu\441252.jpg,0
dataset/real\creme_brulee\890324.jpg,1
dataset/real\peking_duck\7972.jpg,1
dataset/fake\fried_rice\69248.jpg,0
dataset/fake\croque_madame\5609.jpg,0
dataset/real\bruschetta\76583.jpg,1
dataset/real\fried_calamari\97849.jpg,1
dataset/fake\sushi\887831.jpg,0
dataset/fake\spaghetti_carbonara\682457.jpg,0
dataset/real\donuts\750482.jpg,1
dataset/fake\prime_rib\81543.jpg,0
dataset/fake\filet_mignon\874322.jpg,0
dataset/fake\hummus\897908.jpg,0
dataset/fake\french_fries\839871.jpg,0
dataset/fake\pancakes\92527.jpg,0
dataset/real\pancakes\89431.jpg,1
dataset/real\guacamole\907725.jpg,1
dataset/real\french_onion_soup\716417.jpg,1
dataset/fake\chicken_quesadilla\2085130.jpg,0
dataset/fake\scallops\682242.jpg,0
dataset/fake\strawberry_shortcake\960565.jpg,0
dataset/fake\greek_salad\994568.jpg,0
dataset/real\garlic_bread\777864.jpg,1
dataset/real\omelette\97045.jpg,1
dataset/fake\beef_tartare\2483482.jpg,0
dataset/fake\mussels\82424.jpg,0
dataset/fake\chicken_wings\1941057.jpg,0
dataset/real\ceviche\715178.jpg,1
dataset/real\beet_salad\2925618.jpg,1
dataset/real\macarons\850285.jpg,1
dataset/real\paella\573487.jpg,1
dataset/real\grilled_salmon\922042.jpg,1
dataset/fake\cheesecake\1093939.jpg,0
dataset/fake\grilled_cheese_sandwich\88658.jpg,0
dataset/fake\tacos\924512.jpg,0
dataset/fake\caesar_salad\2568397.jpg,0
dataset/fake\croque_madame\91563.jpg,0
dataset/real\croque_madame\5609.jpg,1
dataset/real\guacamole\86812.jpg,1
dataset/real\onion_rings\80540.jpg,1
dataset/real\takoyaki\694770.jpg,1
dataset/real\ice_cream\89027.jpg,1
dataset/real\crab_cakes\919643.jpg,1
dataset/real\samosa\842184.jpg,1
dataset/real\creme_brulee\917004.jpg,1
dataset/fake\hamburger\82314.jpg,0
dataset/real\steak\640539.jpg,1
dataset/fake\clam_chowder\903815.jpg,0
dataset/real\lasagna\794302.jpg,1
dataset/real\greek_salad\94603.jpg,1
dataset/real\chicken_curry\2610952.jpg,1
dataset/fake\french_fries\80315.jpg,0
dataset/fake\gnocchi\89250.jpg,0
dataset/real\pancakes\76943.jpg,1
dataset/fake\cannoli\661006.jpg,0
dataset/fake\shrimp_and_grits\975393.jpg,0
dataset/fake\sushi\93876.jpg,0
dataset/fake\seaweed_salad\89430.jpg,0
dataset/fake\club_sandwich\93570.jpg,0
dataset/real\french_fries\80315.jpg,1
dataset/real\macaroni_and_cheese\95322.jpg,1
dataset/fake\ceviche\3046608.jpg,0
dataset/real\chocolate_mousse\911574.jpg,1
dataset/fake\ceviche\444870.jpg,0
dataset/real\beignets\2017066.jpg,1
dataset/real\ramen\67640.jpg,1
dataset/fake\seaweed_salad\80533.jpg,0
dataset/real\greek_salad\71979.jpg,1
dataset/real\baby_back_ribs\1384024.jpg,1
dataset/real\peking_duck\62351.jpg,1
dataset/real\hot_and_sour_soup\636307.jpg,1
dataset/fake\baklava\189311.jpg,0
dataset/real\cannoli\1506538.jpg,1
dataset/real\frozen_yogurt\614990.jpg,1
dataset/fake\sashimi\793068.jpg,0
dataset/fake\red_velvet_cake\66489.jpg,0
dataset/fake\french_onion_soup\716417.jpg,0
dataset/fake\churros\910727.jpg,0
dataset/fake\caesar_salad\3823988.jpg,0
dataset/real\beef_carpaccio\217698.jpg,1
dataset/fake\sashimi\76834.jpg,0
dataset/fake\gnocchi\8880.jpg,0
dataset/real\pad_thai\743051.jpg,1
dataset/fake\beef_carpaccio\1222478.jpg,0
dataset/fake\macaroni_and_cheese\92688.jpg,0
dataset/real\creme_brulee\940522.jpg,1
dataset/fake\spring_rolls\81332.jpg,0
dataset/fake\baby_back_ribs\540444.jpg,0
dataset/fake\cannoli\3434673.jpg,0
dataset/real\takoyaki\698527.jpg,1
dataset/fake\prime_rib\9821.jpg,0
dataset/fake\cannoli\627655.jpg,0
dataset/real\cheesecake\2005548.jpg,1
dataset/fake\mussels\88986.jpg,0
dataset/fake\strawberry_shortcake\58388.jpg,0
dataset/fake\gyoza\731650.jpg,0
dataset/fake\cheese_plate\2736897.jpg,0
dataset/fake\gnocchi\784964.jpg,0
dataset/fake\huevos_rancheros\95894.jpg,0
dataset/fake\guacamole\99890.jpg,0
dataset/fake\onion_rings\74527.jpg,0
dataset/fake\churros\934533.jpg,0
dataset/real\beignets\3019468.jpg,1
dataset/real\churros\95735.jpg,1
dataset/fake\french_fries\80190.jpg,0
dataset/fake\seaweed_salad\85369.jpg,0
dataset/real\french_onion_soup\727080.jpg,1
dataset/fake\tiramisu\443212.jpg,0
dataset/real\baklava\2322552.jpg,1
dataset/fake\pancakes\692436.jpg,0
dataset/real\spaghetti_carbonara\697317.jpg,1
dataset/fake\filet_mignon\887040.jpg,0
dataset/fake\tuna_tartare\91163.jpg,0
dataset/fake\chicken_quesadilla\847485.jpg,0
dataset/real\pulled_pork_sandwich\947319.jpg,1
